measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),High-income North America,Male,70 to 74,Endocarditis,Number,2015,256.575188405,355.215990673,174.266712542
YLDs (Years Lived with Disability),High-income North America,Female,70 to 74,Endocarditis,Number,2015,195.364580231,274.991344924,133.867883137
YLDs (Years Lived with Disability),High-income North America,Male,75 to 79,Endocarditis,Number,2015,272.989641958,410.035177833,163.317947273
YLDs (Years Lived with Disability),High-income North America,Female,75 to 79,Endocarditis,Number,2015,361.437932362,530.067982966,227.666713412
YLDs (Years Lived with Disability),High-income North America,Male,80 plus,Endocarditis,Number,2015,459.824253705,615.654985271,323.5118547
YLDs (Years Lived with Disability),High-income North America,Female,80 plus,Endocarditis,Number,2015,829.422607628,1119.2628994,580.286995406
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Endocarditis,Number,2015,1.40120923873,1.85474055052,0.960712152487
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Endocarditis,Number,2015,0.423483045149,0.594804655395,0.244433324643
YLDs (Years Lived with Disability),High-income North America,Male,Under 5,Other cardiovascular and circulatory diseases,Number,2015,472.502317109,722.833596085,267.647822393
YLDs (Years Lived with Disability),High-income North America,Female,Under 5,Other cardiovascular and circulatory diseases,Number,2015,215.34370901,579.589118448,54.4773435075
YLDs (Years Lived with Disability),High-income North America,Male,1 to 4,Other cardiovascular and circulatory diseases,Number,2015,472.502317109,722.833596085,267.647822393
YLDs (Years Lived with Disability),High-income North America,Female,1 to 4,Other cardiovascular and circulatory diseases,Number,2015,215.34370901,579.589118448,54.4773435075
YLDs (Years Lived with Disability),High-income North America,Male,5 to 9,Other cardiovascular and circulatory diseases,Number,2015,1140.58584911,1735.71896256,634.438585845
YLDs (Years Lived with Disability),High-income North America,Female,5 to 9,Other cardiovascular and circulatory diseases,Number,2015,171.389673117,384.460567539,72.2249486886
YLDs (Years Lived with Disability),High-income North America,Male,10 to 14,Other cardiovascular and circulatory diseases,Number,2015,866.592507875,1496.5292567,455.002565941
YLDs (Years Lived with Disability),High-income North America,Female,10 to 14,Other cardiovascular and circulatory diseases,Number,2015,548.39396314,1007.15265513,248.669533142
YLDs (Years Lived with Disability),High-income North America,Male,15 to 19,Other cardiovascular and circulatory diseases,Number,2015,2244.69359217,3298.86119153,1302.76640863
YLDs (Years Lived with Disability),High-income North America,Female,15 to 19,Other cardiovascular and circulatory diseases,Number,2015,3078.06012432,4725.08983927,1747.31450561
YLDs (Years Lived with Disability),High-income North America,Male,20 to 24,Other cardiovascular and circulatory diseases,Number,2015,2804.0285525,4340.38565284,1695.91692814
YLDs (Years Lived with Disability),High-income North America,Female,20 to 24,Other cardiovascular and circulatory diseases,Number,2015,2909.80118611,4730.85992533,1818.05936947
YLDs (Years Lived with Disability),High-income North America,Male,25 to 29,Other cardiovascular and circulatory diseases,Number,2015,3085.06286251,4705.74967219,1783.80201649
YLDs (Years Lived with Disability),High-income North America,Female,25 to 29,Other cardiovascular and circulatory diseases,Number,2015,3807.41936698,5719.35973219,2328.45430902
YLDs (Years Lived with Disability),High-income North America,Male,30 to 34,Other cardiovascular and circulatory diseases,Number,2015,2449.97273228,4056.11389386,1466.33221833
YLDs (Years Lived with Disability),High-income North America,Female,30 to 34,Other cardiovascular and circulatory diseases,Number,2015,4196.67059784,6922.01568008,2528.74463967
YLDs (Years Lived with Disability),High-income North America,Male,35 to 39,Other cardiovascular and circulatory diseases,Number,2015,3928.35941326,5999.02553774,2516.32481148
YLDs (Years Lived with Disability),High-income North America,Female,35 to 39,Other cardiovascular and circulatory diseases,Number,2015,4631.41818191,6807.9647936,2974.2838952
YLDs (Years Lived with Disability),High-income North America,Male,40 to 44,Other cardiovascular and circulatory diseases,Number,2015,6515.3196521,9731.93639479,4179.80560248
YLDs (Years Lived with Disability),High-income North America,Female,40 to 44,Other cardiovascular and circulatory diseases,Number,2015,8219.04063436,12128.2257358,4810.88870658
YLDs (Years Lived with Disability),High-income North America,Male,45 to 49,Other cardiovascular and circulatory diseases,Number,2015,6903.79976814,10013.9747476,4126.93831484
YLDs (Years Lived with Disability),High-income North America,Female,45 to 49,Other cardiovascular and circulatory diseases,Number,2015,9137.12861344,13495.1135555,5407.50290433
YLDs (Years Lived with Disability),High-income North America,Male,50 to 54,Other cardiovascular and circulatory diseases,Number,2015,12448.942812,18177.9582316,7474.26280785
YLDs (Years Lived with Disability),High-income North America,Female,50 to 54,Other cardiovascular and circulatory diseases,Number,2015,12219.946457,18014.0086574,7218.87352777
YLDs (Years Lived with Disability),High-income North America,Male,55 to 59,Other cardiovascular and circulatory diseases,Number,2015,16912.7577395,26642.9387461,10280.541427
YLDs (Years Lived with Disability),High-income North America,Female,55 to 59,Other cardiovascular and circulatory diseases,Number,2015,16579.5497948,25651.6860506,10003.9405141
YLDs (Years Lived with Disability),High-income North America,Male,60 to 64,Other cardiovascular and circulatory diseases,Number,2015,22650.2768319,33470.3968177,13957.4310685
YLDs (Years Lived with Disability),High-income North America,Female,60 to 64,Other cardiovascular and circulatory diseases,Number,2015,19114.575652,29865.1529393,12345.9977743
YLDs (Years Lived with Disability),High-income North America,Male,65 to 69,Other cardiovascular and circulatory diseases,Number,2015,22984.2631983,31906.2095883,14720.9097281
YLDs (Years Lived with Disability),High-income North America,Female,65 to 69,Other cardiovascular and circulatory diseases,Number,2015,20787.4326477,30583.1481124,13770.7165139
YLDs (Years Lived with Disability),High-income North America,Male,70 to 74,Other cardiovascular and circulatory diseases,Number,2015,22773.4130778,31188.0197937,15192.1644568
YLDs (Years Lived with Disability),High-income North America,Female,70 to 74,Other cardiovascular and circulatory diseases,Number,2015,20667.3586871,30124.6286953,13435.1968161
YLDs (Years Lived with Disability),High-income North America,Male,75 to 79,Other cardiovascular and circulatory diseases,Number,2015,18670.7298217,27065.0204619,12076.807182
YLDs (Years Lived with Disability),High-income North America,Female,75 to 79,Other cardiovascular and circulatory diseases,Number,2015,19174.5508004,29292.6581103,11741.2876981
YLDs (Years Lived with Disability),High-income North America,Male,80 plus,Other cardiovascular and circulatory diseases,Number,2015,25438.0538422,34898.2836671,16874.8773006
YLDs (Years Lived with Disability),High-income North America,Female,80 plus,Other cardiovascular and circulatory diseases,Number,2015,35816.2781818,50296.1307131,24377.5131926
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Other cardiovascular and circulatory diseases,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Other cardiovascular and circulatory diseases,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Osteoarthritis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Osteoarthritis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,Under 5,Low back and neck pain,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,Under 5,Low back and neck pain,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,1 to 4,Low back and neck pain,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,1 to 4,Low back and neck pain,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,5 to 9,Low back and neck pain,Number,2015,5153.80544533,7260.66105502,3208.16831648
YLDs (Years Lived with Disability),High-income North America,Female,5 to 9,Low back and neck pain,Number,2015,5871.86606418,8382.42182992,3685.99958211
YLDs (Years Lived with Disability),High-income North America,Male,10 to 14,Low back and neck pain,Number,2015,23895.274227,31377.7390594,16677.8555722
YLDs (Years Lived with Disability),High-income North America,Female,10 to 14,Low back and neck pain,Number,2015,30152.1676457,39017.9389468,21833.0592027
YLDs (Years Lived with Disability),High-income North America,Male,15 to 19,Low back and neck pain,Number,2015,44567.8700325,58294.0112667,31022.4614454
YLDs (Years Lived with Disability),High-income North America,Female,15 to 19,Low back and neck pain,Number,2015,61203.166119,80063.5944007,43703.8141739
YLDs (Years Lived with Disability),High-income North America,Male,20 to 24,Low back and neck pain,Number,2015,70916.6566744,95749.9982265,49564.8488423
YLDs (Years Lived with Disability),High-income North America,Female,20 to 24,Low back and neck pain,Number,2015,94128.3106004,124899.846459,64877.9627458
YLDs (Years Lived with Disability),High-income North America,Male,25 to 29,Low back and neck pain,Number,2015,107647.411193,139239.874927,75116.488945
YLDs (Years Lived with Disability),High-income North America,Female,25 to 29,Low back and neck pain,Number,2015,135955.781365,177971.727283,94705.8997469
YLDs (Years Lived with Disability),High-income North America,Male,30 to 34,Low back and neck pain,Number,2015,151408.039705,196330.871286,104089.396655
YLDs (Years Lived with Disability),High-income North America,Female,30 to 34,Low back and neck pain,Number,2015,181244.098873,235199.63562,124548.525471
YLDs (Years Lived with Disability),High-income North America,Male,35 to 39,Low back and neck pain,Number,2015,169043.336709,221820.822006,117792.59116
YLDs (Years Lived with Disability),High-income North America,Female,35 to 39,Low back and neck pain,Number,2015,205227.19411,270697.788584,143480.781474
YLDs (Years Lived with Disability),High-income North America,Male,40 to 44,Low back and neck pain,Number,2015,197901.962372,259810.450165,139891.197406
YLDs (Years Lived with Disability),High-income North America,Female,40 to 44,Low back and neck pain,Number,2015,248339.850153,324851.509686,176990.040551
YLDs (Years Lived with Disability),High-income North America,Male,45 to 49,Low back and neck pain,Number,2015,225522.339388,299899.020987,162688.455748
YLDs (Years Lived with Disability),High-income North America,Female,45 to 49,Low back and neck pain,Number,2015,297069.529718,386921.679057,216716.201207
YLDs (Years Lived with Disability),High-income North America,Male,50 to 54,Low back and neck pain,Number,2015,272259.334662,363571.296909,188147.645976
YLDs (Years Lived with Disability),High-income North America,Female,50 to 54,Low back and neck pain,Number,2015,358891.029751,476754.566785,249736.425784
YLDs (Years Lived with Disability),High-income North America,Male,55 to 59,Low back and neck pain,Number,2015,276659.105474,369669.206485,187100.763307
YLDs (Years Lived with Disability),High-income North America,Female,55 to 59,Low back and neck pain,Number,2015,351097.153646,470959.629275,236789.960831
YLDs (Years Lived with Disability),High-income North America,Male,60 to 64,Low back and neck pain,Number,2015,247602.902707,328266.456277,173400.183718
YLDs (Years Lived with Disability),High-income North America,Female,60 to 64,Low back and neck pain,Number,2015,319712.710813,423485.745656,225851.814231
YLDs (Years Lived with Disability),High-income North America,Male,65 to 69,Low back and neck pain,Number,2015,210623.103645,271467.637358,154629.4409
YLDs (Years Lived with Disability),High-income North America,Female,65 to 69,Low back and neck pain,Number,2015,293539.51643,377947.201795,213991.057672
YLDs (Years Lived with Disability),High-income North America,Male,70 to 74,Low back and neck pain,Number,2015,157904.750233,212011.134022,109221.393504
YLDs (Years Lived with Disability),High-income North America,Female,70 to 74,Low back and neck pain,Number,2015,228376.423432,309808.544934,156887.334654
YLDs (Years Lived with Disability),High-income North America,Male,75 to 79,Low back and neck pain,Number,2015,109517.993476,137667.724402,79071.778293
YLDs (Years Lived with Disability),High-income North America,Female,75 to 79,Low back and neck pain,Number,2015,166465.563268,205933.198801,119773.339782
YLDs (Years Lived with Disability),High-income North America,Male,80 plus,Low back and neck pain,Number,2015,125948.54598,162589.333418,94898.7137508
YLDs (Years Lived with Disability),High-income North America,Female,80 plus,Low back and neck pain,Number,2015,232407.309888,299900.137381,173652.771783
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Low back and neck pain,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Low back and neck pain,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,Under 5,Low back pain,Number,2015,0.0,0.0,0.0
